,Date,Open,High,Low,Close,Volume
4046,2016-03-29,7606.55,7652.9,7582.25,7597.0,223493457.0
4047,2016-03-30,7651.1,7741.95,7643.45,7735.2,239843751.0
4048,2016-03-31,7727.65,7777.6,7702.0,7738.4,391914059.0
4049,2016-04-01,7718.05,7740.15,7666.1,7713.05,189571551.0
4050,2016-04-04,7733.15,7764.45,7704.4,7758.8,160277940.0
4051,2016-04-05,7736.3,7736.3,7588.65,7603.2,210126897.0
4052,2016-04-06,7636.05,7638.65,7591.75,7614.35,170653808.0
4053,2016-04-07,7630.4,7630.75,7535.85,7546.45,241684050.0
4054,2016-04-08,7542.35,7569.35,7526.7,7555.2,147816460.0
4055,2016-04-11,7577.8,7678.8,7516.85,7671.4,185353268.0
4056,2016-04-12,7669.25,7717.4,7663.35,7708.95,168508978.0
4057,2016-04-13,7777.15,7864.8,7772.2,7850.45,227217288.0
4058,2016-04-18,7908.15,7920.6,7842.75,7914.7,190258561.0
4059,2016-04-20,7950.05,7950.4,7877.55,7914.75,211630060.0
4060,2016-04-21,7953.65,7978.45,7884.1,7912.05,230577117.0
4061,2016-04-22,7891.8,7923.35,7873.35,7899.3,188988540.0
4062,2016-04-25,7894.8,7911.0,7827.0,7855.05,150776959.0
4063,2016-04-26,7828.15,7974.5,7822.55,7962.65,208656803.0
4064,2016-04-27,7942.0,7991.0,7940.55,7979.9,213174058.0
4065,2016-04-28,7967.4,7992.0,7834.45,7847.25,301485186.0
4066,2016-04-29,7844.25,7889.05,7788.7,7849.8,251227047.0
4067,2016-05-02,7822.7,7829.8,7777.3,7805.9,150818181.0
4068,2016-05-03,7824.8,7890.25,7735.15,7747.0,192271370.0
4069,2016-05-04,7724.15,7749.0,7697.25,7706.55,205939089.0
4070,2016-05-05,7731.0,7777.55,7706.85,7735.5,190792828.0
4071,2016-05-06,7717.65,7738.9,7678.35,7733.45,168662226.0
4072,2016-05-09,7755.25,7873.65,7753.55,7866.05,165616829.0
4073,2016-05-10,7873.55,7896.9,7837.7,7887.8,166957276.0
4074,2016-05-11,7804.65,7893.1,7780.9,7848.85,220712496.0
4075,2016-05-12,7871.45,7916.05,7849.65,7900.4,157444918.0
4076,2016-05-13,7881.0,7881.0,7784.2,7814.9,185061782.0
4077,2016-05-16,7831.2,7873.9,7772.15,7860.75,211547775.0
4078,2016-05-17,7896.85,7940.1,7879.7,7890.75,189140810.0
4079,2016-05-18,7846.75,7882.05,7810.75,7870.15,161169418.0
4080,2016-05-19,7875.5,7876.2,7766.8,7783.4,175711829.0
4081,2016-05-20,7792.2,7812.4,7735.75,7749.7,161889432.0
4082,2016-05-23,7813.95,7820.6,7722.2,7731.05,177347948.0
4083,2016-05-24,7738.05,7761.55,7715.8,7748.85,151538169.0
4084,2016-05-25,7811.8,7941.2,7809.3,7934.9,181636649.0
4085,2016-05-26,7974.45,8083.0,7948.5,8069.65,272456307.0
4086,2016-05-27,8081.95,8164.2,8077.05,8156.65,268963949.0
4087,2016-05-30,8166.5,8200.0,8150.8,8178.5,255086293.0
4088,2016-05-31,8209.85,8213.6,8134.3,8160.1,485645737.0
4089,2016-06-01,8179.2,8215.35,8171.05,8179.95,200371829.0
4090,2016-06-02,8156.9,8229.5,8154.75,8218.95,187316365.0
4091,2016-06-03,8246.2,8262.0,8209.85,8220.8,390652017.0
4092,2016-06-06,8228.75,8234.7,8186.05,8201.05,176885226.0
4093,2016-06-07,8235.55,8294.95,8216.4,8266.45,249365706.0
4094,2016-06-08,8285.5,8288.9,8252.05,8273.05,179710369.0
4095,2016-06-09,8273.35,8273.35,8184.6,8203.6,180293039.0
4096,2016-06-10,8180.25,8265.6,8162.85,8170.05,187757375.0
4097,2016-06-13,8102.25,8125.25,8063.9,8110.6,174916286.0
4098,2016-06-14,8134.4,8134.95,8069.5,8108.85,150042362.0
4099,2016-06-15,8139.4,8213.2,8123.15,8206.6,174953935.0
4100,2016-06-16,8180.65,8180.65,8074.45,8140.75,195028743.0
4101,2016-06-17,8176.65,8195.25,8135.8,8170.2,171842760.0
4102,2016-06-20,8115.75,8244.15,8107.35,8238.5,173750792.0
4103,2016-06-21,8255.4,8257.25,8202.15,8219.9,141161921.0
4104,2016-06-22,8213.65,8238.35,8153.25,8203.7,140268297.0
4105,2016-06-23,8201.15,8285.6,8188.3,8270.45,158852677.0
4106,2016-06-24,8029.1,8100.7,7927.05,8088.6,306803641.0
4107,2016-06-27,8039.35,8120.65,8039.35,8094.7,167462711.0
4108,2016-06-28,8096.05,8146.35,8086.85,8127.85,175724276.0
4109,2016-06-29,8173.1,8212.4,8157.65,8204.0,151499716.0
4110,2016-06-30,8260.25,8308.15,8242.1,8287.75,288031935.0
4111,2016-07-01,8313.05,8356.75,8308.65,8328.35,170581881.0
4112,2016-07-04,8376.75,8398.45,8364.7,8370.7,158955823.0
4113,2016-07-05,8379.3,8381.45,8319.95,8335.95,143253937.0
4114,2016-07-07,8342.0,8361.95,8317.7,8337.9,160327315.0
4115,2016-07-08,8350.0,8353.3,8287.55,8323.2,142159935.0
4116,2016-07-11,8413.35,8475.25,8407.05,8467.9,154399933.0
4117,2016-07-12,8502.6,8526.6,8479.2,8521.05,189339750.0
4118,2016-07-13,8540.45,8550.25,8493.55,8519.5,201492184.0
4119,2016-07-14,8515.75,8571.4,8500.7,8565.0,158738499.0
4120,2016-07-15,8565.45,8594.8,8510.05,8541.4,228598684.0
4121,2016-07-18,8564.05,8587.1,8494.35,8508.7,169400452.0
4122,2016-07-19,8514.3,8540.05,8476.7,8528.55,173050805.0
4123,2016-07-20,8515.45,8569.9,8512.55,8565.85,165349380.0
4124,2016-07-21,8582.7,8585.25,8503.45,8510.1,154575685.0
4125,2016-07-22,8519.65,8548.95,8489.8,8541.2,147619642.0
4126,2016-07-25,8519.95,8641.15,8517.2,8635.65,154631398.0
4127,2016-07-26,8633.75,8644.9,8577.15,8590.65,159563469.0
4128,2016-07-27,8599.4,8665.0,8572.05,8615.8,189796380.0
4129,2016-07-28,8636.95,8674.7,8625.25,8666.3,240721865.0
4130,2016-07-29,8668.3,8670.35,8631.15,8638.5,161935155.0
4131,2016-08-01,8654.3,8711.3,8590.5,8636.55,194186858.0
4132,2016-08-02,8647.45,8687.2,8611.4,8622.9,174556789.0
4133,2016-08-03,8635.2,8635.45,8529.6,8544.85,168033073.0
4134,2016-08-04,8599.95,8601.4,8518.15,8551.1,169780463.0
4135,2016-08-05,8600.2,8689.4,8590.15,8683.15,162784913.0
4136,2016-08-08,8712.85,8723.5,8697.6,8711.35,177877012.0
4137,2016-08-09,8727.8,8728.35,8638.2,8678.25,206261255.0
4138,2016-08-10,8686.7,8690.1,8564.6,8575.3,178963496.0
4139,2016-08-11,8572.8,8601.15,8540.05,8592.15,195114539.0
4140,2016-08-12,8605.45,8684.3,8604.45,8672.15,272014034.0
4141,2016-08-16,8670.25,8682.35,8600.45,8642.55,231771409.0
4142,2016-08-17,8639.8,8667.1,8603.6,8624.05,179540691.0
4143,2016-08-18,8648.85,8690.7,8645.05,8673.25,169431656.0
4144,2016-08-19,8694.3,8696.6,8647.1,8666.9,197770568.0
4145,2016-08-22,8667.0,8684.85,8614.0,8629.15,156976546.0
4146,2016-08-23,8628.35,8642.15,8580.0,8632.6,193302503.0
4147,2016-08-24,8648.5,8661.05,8620.9,8650.3,154168043.0
4148,2016-08-25,8668.85,8683.05,8583.65,8592.2,219736214.0
4149,2016-08-26,8614.35,8622.95,8547.55,8572.55,152146666.0
4150,2016-08-29,8583.75,8622.0,8543.75,8607.45,133723771.0
4151,2016-08-30,8646.75,8750.6,8642.25,8744.35,154828719.0
4152,2016-08-31,8754.05,8819.2,8754.05,8786.2,373422334.0
4153,2016-09-01,8793.6,8813.25,8759.95,8774.65,246336047.0
4154,2016-09-02,8796.35,8824.1,8768.2,8809.65,197385217.0
4155,2016-09-06,8852.7,8950.85,8848.45,8943.0,201617132.0
4156,2016-09-07,8968.7,8968.7,8913.35,8917.95,299145644.0
4157,2016-09-08,8915.5,8960.35,8896.0,8952.5,223937056.0
4158,2016-09-09,8934.3,8939.15,8858.7,8866.7,181344327.0
4159,2016-09-12,8732.95,8746.95,8699.4,8715.6,190199613.0
4160,2016-09-14,8710.65,8739.85,8688.9,8726.6,189984289.0
4161,2016-09-15,8743.85,8751.95,8704.35,8742.55,149889703.0
4162,2016-09-16,8780.85,8847.65,8750.5,8779.85,274039556.0
4163,2016-09-19,8788.45,8824.3,8774.2,8808.4,135814177.0
4164,2016-09-20,8816.1,8816.45,8759.3,8775.9,140718486.0
4165,2016-09-21,8790.3,8826.85,8757.3,8777.15,153441330.0
4166,2016-09-22,8873.35,8893.35,8837.8,8867.45,178136644.0
4167,2016-09-23,8880.75,8885.2,8820.3,8831.55,191618169.0
4168,2016-09-26,8807.9,8809.55,8715.1,8723.05,169050086.0
4169,2016-09-27,8748.9,8768.5,8690.5,8706.4,156100521.0
4170,2016-09-28,8711.2,8767.05,8703.15,8745.15,170643694.0
4171,2016-09-29,8792.7,8800.65,8558.25,8591.25,384395249.0
4172,2016-09-30,8581.5,8637.15,8555.2,8611.15,187333285.0
4173,2016-10-03,8666.15,8745.2,8635.0,8738.1,141472076.0
4174,2016-10-04,8770.0,8783.65,8736.1,8769.15,189990151.0
4175,2016-10-05,8806.35,8806.95,8731.4,8743.95,162103951.0
4176,2016-10-06,8768.7,8781.15,8684.65,8709.55,168713605.0
4177,2016-10-07,8721.7,8723.7,8663.8,8697.6,155053800.0
4178,2016-10-10,8735.35,8745.8,8703.95,8708.8,111794053.0
4179,2016-10-13,8671.5,8681.55,8541.35,8573.35,218861324.0
4180,2016-10-14,8594.0,8604.45,8549.8,8583.4,167848947.0
4181,2016-10-17,8612.95,8615.4,8506.15,8520.4,203516577.0
4182,2016-10-18,8556.05,8685.1,8555.9,8677.9,216626083.0
4183,2016-10-19,8697.5,8698.75,8636.7,8659.1,177397872.0
4184,2016-10-20,8693.35,8727.0,8678.3,8699.4,165952091.0
4185,2016-10-21,8708.6,8709.1,8652.05,8693.05,162162047.0
4186,2016-10-24,8709.85,8736.95,8684.15,8708.95,161966274.0
4187,2016-10-25,8721.7,8722.65,8663.45,8691.3,195696479.0
4188,2016-10-26,8657.3,8657.3,8596.6,8615.25,226133074.0
4189,2016-10-27,8607.1,8624.85,8550.25,8615.25,250336333.0
4190,2016-10-28,8625.0,8653.75,8581.75,8638.0,180906084.0
4191,2016-10-30,8672.35,8678.25,8616.25,8625.7,16610872.0
4192,2016-11-01,8653.15,8669.6,8614.5,8626.25,170068995.0
4193,2016-11-02,8542.8,8549.5,8504.85,8514.0,160130480.0
4194,2016-11-03,8499.85,8537.65,8476.15,8484.95,175773254.0
4195,2016-11-04,8503.6,8504.0,8400.25,8433.75,231783152.0
4196,2016-11-07,8535.75,8535.85,8481.45,8497.05,178070534.0
4197,2016-11-08,8540.0,8559.4,8480.1,8543.55,201759648.0
4198,2016-11-09,8067.5,8476.2,8002.25,8432.0,323968654.0
4199,2016-11-10,8555.6,8598.45,8510.7,8525.75,271196930.0
4200,2016-11-11,8456.65,8460.6,8284.95,8296.3,275221694.0
4201,2016-11-15,8284.85,8288.55,8093.2,8108.45,370298063.0
4202,2016-11-16,8205.65,8210.05,8089.4,8111.6,277801233.0
4203,2016-11-17,8105.1,8151.25,8060.3,8079.95,197183084.0
4204,2016-11-18,8097.55,8128.95,8048.3,8074.1,166199545.0
4205,2016-11-21,8102.1,8102.45,7916.4,7929.1,225608889.0
4206,2016-11-22,7989.15,8019.05,7938.15,8002.3,216677654.0
4207,2016-11-23,8051.2,8055.2,7973.1,8033.3,186602328.0
4208,2016-11-24,8011.8,8024.85,7952.55,7965.5,268619026.0
4209,2016-11-25,8007.95,8122.25,7976.75,8114.3,183355873.0
4210,2016-11-28,8080.65,8146.5,8066.5,8126.9,195595287.0
4211,2016-11-29,8131.55,8197.35,8128.7,8142.15,195618384.0
4212,2016-11-30,8172.15,8234.25,8139.25,8224.5,255725357.0
4213,2016-12-01,8244.0,8250.8,8185.05,8192.9,162597213.0
4214,2016-12-02,8153.55,8159.3,8070.05,8086.8,176767415.0
4215,2016-12-05,8088.75,8141.9,8056.85,8128.75,130435865.0
4216,2016-12-06,8153.15,8178.7,8130.85,8143.15,118854323.0
4217,2016-12-07,8168.4,8190.45,8077.5,8102.05,175024334.0
4218,2016-12-08,8152.1,8256.25,8151.75,8246.85,146857616.0
4219,2016-12-09,8271.7,8274.95,8241.95,8261.75,154344775.0
4220,2016-12-12,8230.65,8230.65,8154.45,8170.8,111432551.0
4221,2016-12-13,8196.15,8228.85,8155.8,8221.8,189739559.0
4222,2016-12-14,8229.35,8229.4,8165.1,8182.45,149132520.0
4223,2016-12-15,8128.4,8225.9,8121.95,8153.6,187425988.0
4224,2016-12-16,8178.2,8178.7,8127.45,8139.45,209268331.0
4225,2016-12-19,8126.0,8132.5,8094.85,8104.35,110669713.0
4226,2016-12-20,8110.6,8124.1,8062.75,8082.4,132026742.0
4227,2016-12-21,8105.85,8112.55,8053.25,8061.3,127543733.0
4228,2016-12-22,8043.85,8046.45,7964.95,7979.1,126409580.0
4229,2016-12-23,7972.5,8022.6,7942.05,7985.75,127921701.0
4230,2016-12-26,7965.1,7970.05,7893.8,7908.25,110171222.0
4231,2016-12-27,7915.05,8044.65,7903.7,8032.85,122463312.0
4232,2016-12-28,8047.55,8100.55,8028.4,8034.85,130580701.0
4233,2016-12-29,8030.6,8111.1,8020.8,8103.6,183984077.0
4234,2016-12-30,8119.65,8197.0,8114.75,8185.8,131457250.0
4235,2017-01-02,8210.1,8212.0,8133.8,8179.5,122016111.0
4236,2017-01-03,8196.05,8219.1,8148.6,8192.25,131186021.0
4237,2017-01-04,8202.65,8218.5,8180.9,8190.5,136476345.0
4238,2017-01-05,8226.65,8282.65,8223.7,8273.8,163957452.0
4239,2017-01-06,8281.85,8306.85,8233.25,8243.8,143689850.0
4240,2017-01-09,8259.35,8263.0,8227.75,8236.05,102211190.0
4241,2017-01-10,8262.7,8293.8,8261.0,8288.6,147312927.0
4242,2017-01-11,8327.8,8389.0,8322.25,8380.65,192285417.0
4243,2017-01-12,8391.05,8417.2,8382.3,8407.2,177948383.0
4244,2017-01-13,8457.65,8461.05,8373.15,8400.35,190949616.0
4245,2017-01-16,8390.95,8426.7,8374.4,8412.8,127938836.0
4246,2017-01-17,8415.05,8440.9,8378.3,8398.0,125781216.0
4247,2017-01-18,8403.85,8460.3,8397.4,8417.0,168867039.0
4248,2017-01-19,8418.4,8445.15,8404.05,8435.1,170956149.0
4249,2017-01-20,8404.35,8423.65,8340.95,8349.35,208901233.0
4250,2017-01-23,8329.6,8404.15,8327.2,8391.5,200993100.0
4251,2017-01-24,8407.05,8480.95,8398.15,8475.8,184745781.0
4252,2017-01-25,8499.45,8612.6,8493.95,8602.75,301490150.0
4253,2017-01-27,8610.5,8672.7,8606.9,8641.25,283905821.0
4254,2017-01-30,8635.55,8662.6,8617.75,8632.75,314110760.0
4255,2017-01-31,8629.45,8631.75,8552.4,8561.3,537110119.0
4256,2017-02-01,8570.35,8722.4,8537.5,8716.4,337797412.0
4257,2017-02-02,8724.75,8757.6,8685.8,8734.25,292329202.0
4258,2017-02-03,8735.15,8748.25,8707.75,8740.95,196936238.0
4259,2017-02-06,8785.45,8814.1,8770.2,8801.05,200403782.0
4260,2017-02-07,8805.7,8809.3,8741.05,8768.3,233294532.0
4261,2017-02-08,8774.55,8791.25,8715.0,8769.05,225485726.0
4262,2017-02-09,8795.55,8821.4,8724.1,8778.4,193282248.0
4263,2017-02-10,8812.35,8822.1,8771.2,8793.55,232947341.0
4264,2017-02-13,8819.8,8826.9,8754.2,8805.05,211180353.0
4265,2017-02-14,8819.9,8820.45,8772.5,8792.3,194133563.0
4266,2017-02-15,8778.95,8807.9,8712.85,8724.7,222828919.0
4267,2017-02-16,8739.0,8783.95,8719.6,8778.0,190277738.0
4268,2017-02-17,8883.7,8896.45,8804.25,8821.7,307526025.0
4269,2017-02-20,8818.55,8886.25,8809.8,8879.2,173022362.0
4270,2017-02-21,8890.75,8920.8,8860.95,8907.85,181091326.0
4271,2017-02-22,8931.6,8960.75,8905.25,8926.9,254677956.0
4272,2017-02-23,8956.4,8982.15,8927.55,8939.5,388874096.0
4273,2017-02-27,8943.7,8951.8,8888.65,8896.7,195847099.0
4274,2017-02-28,8898.95,8914.75,8867.6,8879.6,302722890.0
4275,2017-03-01,8904.4,8960.8,8898.6,8945.8,212328974.0
4276,2017-03-02,8982.85,8992.5,8879.8,8899.75,225608140.0
4277,2017-03-03,8883.5,8907.1,8860.1,8897.55,208915878.0
4278,2017-03-06,8915.1,8967.8,8914.0,8963.45,180194586.0
4279,2017-03-07,8977.75,8977.85,8932.8,8946.9,178827506.0
4280,2017-03-08,8950.7,8957.05,8891.95,8924.3,183325544.0
4281,2017-03-09,8914.5,8945.8,8899.5,8927.0,176810453.0
4282,2017-03-10,8953.7,8975.7,8903.95,8934.55,157419999.0
4283,2017-03-14,9091.65,9122.75,9060.5,9087.0,278726933.0
4284,2017-03-15,9086.85,9106.55,9075.5,9084.8,248033251.0
4285,2017-03-16,9129.65,9158.45,9128.55,9153.7,215096446.0
4286,2017-03-17,9207.8,9218.4,9147.6,9160.05,295554265.0
4287,2017-03-20,9166.95,9167.6,9116.3,9126.85,342395900.0
4288,2017-03-21,9133.95,9147.75,9087.2,9121.5,255396073.0
4289,2017-03-22,9047.2,9072.9,9019.3,9030.45,239463699.0
4290,2017-03-23,9048.75,9099.05,9048.6,9086.3,197705274.0
4291,2017-03-24,9104.0,9133.55,9089.4,9108.0,210021581.0
4292,2017-03-27,9093.45,9094.85,9024.65,9045.2,209036051.0
4293,2017-03-28,9081.5,9110.4,9079.8,9100.8,188985603.0
4294,2017-03-29,9128.7,9153.15,9109.1,9143.8,250902906.0
4295,2017-03-30,9142.6,9183.15,9136.35,9173.75,333410368.0
4296,2017-03-31,9158.9,9191.7,9152.1,9173.75,196771674.0
4297,2017-04-03,9220.6,9245.35,9192.4,9237.85,143444541.0
4298,2017-04-05,9264.4,9273.9,9215.4,9265.15,190529461.0
4299,2017-04-06,9245.8,9267.95,9218.85,9261.95,191937207.0
4300,2017-04-07,9223.7,9250.5,9188.1,9198.3,195918747.0
4301,2017-04-10,9225.6,9225.65,9174.85,9181.45,139968750.0
4302,2017-04-11,9184.55,9242.7,9172.85,9237.0,206261727.0
4303,2017-04-12,9242.5,9246.4,9161.8,9203.45,166755013.0
4304,2017-04-13,9202.5,9202.65,9144.95,9150.8,171695600.0
4305,2017-04-17,9144.75,9160.0,9120.25,9139.3,132244225.0
4306,2017-04-18,9163.0,9217.9,9095.45,9105.15,179569574.0
4307,2017-04-19,9112.2,9120.5,9075.15,9103.5,179117382.0
4308,2017-04-20,9108.1,9143.9,9102.65,9136.4,175629897.0
4309,2017-04-21,9179.1,9183.65,9088.75,9119.4,159981265.0
4310,2017-04-24,9135.35,9225.4,9130.55,9217.95,172908048.0
4311,2017-04-25,9273.05,9309.2,9250.35,9306.6,173896951.0
4312,2017-04-26,9336.2,9367.0,9301.35,9351.85,191395120.0
4313,2017-04-27,9359.15,9367.15,9322.65,9342.15,215881711.0
4314,2017-04-28,9340.95,9342.65,9282.25,9304.05,167229353.0
4315,2017-05-02,9339.85,9352.55,9269.9,9313.8,166558241.0
4316,2017-05-03,9344.7,9346.3,9298.4,9311.95,156342492.0
4317,2017-05-04,9360.95,9365.65,9323.25,9359.9,277895923.0
4318,2017-05-05,9374.55,9377.1,9272.0,9285.3,239133531.0
4319,2017-05-08,9311.45,9338.7,9297.95,9314.05,179709949.0
4320,2017-05-09,9337.35,9338.95,9307.7,9316.85,136417428.0
4321,2017-05-10,9339.65,9414.75,9336.0,9407.3,157363135.0
4322,2017-05-11,9448.6,9450.65,9411.3,9422.4,176439840.0
4323,2017-05-12,9436.65,9437.75,9372.55,9400.9,159079418.0
4324,2017-05-15,9433.55,9449.25,9423.1,9445.4,145163953.0
4325,2017-05-16,9461.0,9517.2,9456.35,9512.25,171709433.0
4326,2017-05-17,9517.6,9532.6,9486.1,9525.75,211856040.0
4327,2017-05-18,9453.2,9489.1,9418.1,9429.45,199340647.0
4328,2017-05-19,9469.9,9505.75,9390.75,9427.9,259861396.0
4329,2017-05-22,9480.25,9498.65,9427.9,9438.25,202874757.0
4330,2017-05-23,9445.05,9448.05,9370.0,9386.15,231345629.0
4331,2017-05-24,9410.9,9431.9,9341.65,9360.55,218265181.0
4332,2017-05-25,9384.05,9523.3,9379.2,9509.75,298147347.0
4333,2017-05-26,9507.75,9604.9,9495.4,9595.1,225647631.0
4334,2017-05-29,9560.05,9637.75,9547.7,9604.9,242266034.0
4335,2017-05-30,9590.65,9635.3,9581.2,9624.55,199894193.0
4336,2017-05-31,9636.55,9649.6,9609.25,9621.25,427053433.0
4337,2017-06-01,9603.55,9634.65,9589.9,9616.1,181533283.0
4338,2017-06-02,9657.15,9673.5,9637.45,9653.5,167195027.0
4339,2017-06-05,9656.3,9687.2,9640.7,9675.1,131685021.0
4340,2017-06-06,9704.25,9709.3,9630.2,9637.15,150379695.0
4341,2017-06-07,9663.95,9678.55,9630.55,9663.9,165669924.0
4342,2017-06-08,9682.4,9688.7,9641.5,9647.25,160165459.0
4343,2017-06-09,9638.55,9676.25,9608.15,9668.25,163897548.0
4344,2017-06-12,9646.7,9647.05,9598.5,9616.4,145786938.0
4345,2017-06-13,9615.55,9654.15,9595.4,9606.9,133734363.0
4346,2017-06-14,9621.55,9627.4,9580.45,9618.15,187378750.0
4347,2017-06-15,9617.9,9621.4,9560.8,9578.05,176423424.0
4348,2017-06-16,9595.45,9615.85,9565.5,9588.05,219808528.0
4349,2017-06-19,9626.4,9673.3,9614.9,9657.55,146146062.0
4350,2017-06-20,9670.5,9676.5,9643.75,9653.5,164437226.0
4351,2017-06-21,9648.1,9650.45,9608.6,9633.6,148490556.0
4352,2017-06-22,9642.65,9698.85,9617.75,9630.0,204888654.0
4353,2017-06-23,9643.25,9647.65,9565.3,9574.95,180580579.0
4354,2017-06-27,9594.05,9615.4,9473.45,9511.4,209593904.0
4355,2017-06-28,9520.2,9522.5,9474.35,9491.25,177652206.0
4356,2017-06-29,9522.95,9575.8,9493.8,9504.1,267283587.0
4357,2017-06-30,9478.5,9535.8,9448.75,9520.9,185202600.0
4358,2017-07-03,9587.95,9624.0,9543.55,9615.0,188690599.0
4359,2017-07-04,9645.9,9650.65,9595.5,9613.3,149313755.0
4360,2017-07-05,9619.75,9643.65,9607.35,9637.6,134849476.0
4361,2017-07-06,9653.6,9700.7,9639.95,9674.55,152001940.0
4362,2017-07-07,9670.35,9684.25,9642.65,9665.8,146232151.0
4363,2017-07-10,9719.3,9782.15,9646.45,9771.05,40142973.0
4364,2017-07-11,9797.45,9830.05,9778.85,9786.05,185322358.0
4365,2017-07-12,9807.3,9824.95,9787.7,9816.1,150045594.0
4366,2017-07-13,9855.8,9897.25,9853.45,9891.7,186866752.0
4367,2017-07-14,9913.3,9913.3,9845.45,9886.35,164456602.0
4368,2017-07-17,9908.15,9928.2,9894.7,9915.95,168596771.0
4369,2017-07-18,9832.7,9885.35,9792.05,9827.15,303007860.0
4370,2017-07-19,9855.95,9905.05,9851.65,9899.6,206376192.0
4371,2017-07-20,9920.2,9922.55,9863.45,9873.3,166083004.0
4372,2017-07-21,9899.6,9924.7,9838.0,9915.25,193286125.0
4373,2017-07-24,9936.8,9982.05,9919.6,9966.4,179905535.0
4374,2017-07-25,10010.55,10011.3,9949.1,9964.55,191206247.0
4375,2017-07-26,9983.65,10025.95,9965.95,10020.65,203697844.0
4376,2017-07-27,10063.25,10114.85,10005.5,10020.55,296782048.0
4377,2017-07-28,9996.55,10026.05,9944.5,10014.5,197491415.0
4378,2017-07-31,10034.7,10085.9,10016.95,10077.1,245096535.0
4379,2017-08-01,10101.05,10128.6,10065.75,10114.65,190000516.0
4380,2017-08-02,10136.3,10137.85,10054.2,10081.5,166463276.0
4381,2017-08-03,10081.15,10081.15,9998.25,10013.65,198665837.0
4382,2017-08-04,10008.6,10075.25,9988.35,10066.4,184082134.0
4383,2017-08-07,10074.8,10088.1,10046.35,10057.4,141566282.0
4384,2017-08-08,10068.35,10083.8,9947.0,9978.55,209645343.0
4385,2017-08-09,9961.15,9969.8,9893.05,9908.05,174395293.0
4386,2017-08-10,9872.85,9892.65,9776.2,9820.25,242820594.0
4387,2017-08-11,9712.15,9771.65,9685.55,9710.8,294732998.0
4388,2017-08-14,9755.75,9818.3,9752.1,9794.15,201613585.0
4389,2017-08-16,9825.85,9903.95,9773.85,9897.3,226269013.0
4390,2017-08-17,9945.55,9947.8,9883.75,9904.15,203652311.0
4391,2017-08-18,9865.95,9865.95,9783.65,9837.4,253931517.0
4392,2017-08-21,9864.25,9884.35,9740.1,9754.35,211627775.0
4393,2017-08-22,9815.75,9828.45,9752.6,9765.55,189267122.0
4394,2017-08-23,9803.05,9857.9,9786.75,9852.5,173815509.0
4395,2017-08-24,9881.2,9881.5,9848.85,9857.05,190398702.0
4396,2017-08-28,9907.15,9925.75,9882.0,9912.8,164493772.0
4397,2017-08-29,9886.4,9887.35,9783.75,9796.05,178668444.0
4398,2017-08-30,9859.5,9909.45,9850.8,9884.4,162704136.0
4399,2017-08-31,9905.7,9925.1,9856.95,9917.9,337782004.0
4400,2017-09-01,9937.65,9983.45,9909.85,9974.4,162730656.0
4401,2017-09-04,9984.15,9988.4,9861.0,9912.85,153369495.0
4402,2017-09-05,9933.25,9963.1,9901.05,9952.2,143522342.0
4403,2017-09-06,9899.25,9931.55,9882.55,9916.2,153767846.0
4404,2017-09-07,9945.85,9964.85,9917.2,9929.9,194626599.0
4405,2017-09-08,9958.65,9963.6,9913.3,9934.8,168698771.0
4406,2017-09-11,9971.75,10028.65,9968.8,10006.05,178409875.0
4407,2017-09-12,10056.85,10097.55,10028.05,10093.05,188248293.0
4408,2017-09-13,10099.25,10131.95,10063.15,10079.3,221608053.0
4409,2017-09-14,10107.4,10126.5,10070.35,10086.6,232637517.0
4410,2017-09-15,10062.35,10115.15,10043.65,10085.4,274799134.0
4411,2017-09-18,10133.1,10171.7,10131.3,10153.1,160852680.0
4412,2017-09-19,10175.6,10178.95,10129.95,10147.55,193345992.0
4413,2017-09-20,10160.95,10171.05,10134.2,10141.15,205605243.0
4414,2017-09-21,10139.6,10158.9,10058.6,10121.9,197710666.0
4415,2017-09-22,10094.35,10095.05,9952.8,9964.4,233621596.0
4416,2017-09-25,9960.1,9960.5,9816.05,9872.6,228206970.0
4417,2017-09-26,9875.25,9891.35,9813.0,9871.5,196792799.0
4418,2017-09-27,9920.6,9921.05,9714.4,9735.75,206305991.0
4419,2017-09-28,9736.4,9789.2,9687.55,9768.95,396874518.0
4420,2017-09-29,9814.3,9854.0,9775.35,9788.6,202350211.0
4421,2017-10-03,9893.3,9895.4,9831.05,9859.5,167833406.0
4422,2017-10-04,9884.35,9938.3,9850.65,9914.9,160993982.0
4423,2017-10-05,9927.0,9945.95,9881.85,9888.7,152362417.0
4424,2017-10-06,9908.15,9989.35,9906.6,9979.7,201858899.0
4425,2017-10-09,9988.2,10015.75,9959.45,9988.75,148395842.0
4426,2017-10-10,10013.7,10034.0,10002.3,10016.95,153246570.0
4427,2017-10-11,10042.6,10067.25,9955.8,9984.8,195593061.0
4428,2017-10-12,10011.2,10104.45,9977.1,10096.4,207106672.0
4429,2017-10-13,10123.7,10191.9,10120.1,10167.45,237230047.0
4430,2017-10-16,10207.4,10242.95,10175.1,10230.85,209327364.0
4431,2017-10-17,10227.65,10251.85,10212.6,10234.45,201782377.0
4432,2017-10-18,10209.4,10236.45,10175.75,10210.85,262111790.0
4433,2017-10-19,10210.35,10211.95,10123.35,10146.55,31086379.0
